Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
1767;75005;Reichlingia anombrophila;öländsk pricklav;Art;72;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;"B1ab(i,ii,iii,iv,v); D"
1769;75007;Reichlingia zwackhii;frostfläck;Art;147;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;A3bc
249993;75009;Sporodophoron cretaceum;vit skärelav;Art;59;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;D
1820;75019;Alyxoria culmigena;växtklotterlav;Art;16;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;A3bc
1116;75021;Alyxoria ochrocheila;orangepudrad klotterlav;Art;1888;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
1114;75026;Lecanographa amylacea;gammelekslav;Art;7797;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
1115;75027;Lecanographa lyncea;daggklotterlav;Art;91;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"C2a(i); D"
229651;75037;Plectocarpon lichenum;lunglavsknapp;Art;475;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;D1
229653;75039;Plectocarpon nephromeum;njurlavsknapp;Art;30;Skog (S) - Stor betydelse;EN;D
229654;75041;Plectocarpon scrobiculatae;skrovellavsknapp;Art;82;Skog (S) - Stor betydelse;EN;D
229458;75049;Opegrapha cesareensis;skånsk klotterlav;Art;1;Havsstrand (H) - Stor betydelse;CR;D
1118;75064;Opegrapha vermicellifera;stiftklotterlav;Art;3643;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
586;75080;Enterographa crassa;barkzonlav;Art;50;Skog (S) - Stor betydelse;EN;D
587;75081;Enterographa hutchinsiae;klippzonlav;Art;186;Skog (S) - Stor betydelse;EN;D
1459;75096;Schismatomma graphidioides;skrift-skärelav;Art;125;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
1460;75097;Schismatomma pericleum;rosa skärelav;Art;3792;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
1461;75098;Schismatomma umbrinum;brun skärelav;Art;19;Skog (S) - Stor betydelse;VU;D1
1776;75106;Bactrospora brodoi;amerikansk sönderfallslav;Art;234;Skog (S) - Stor betydelse;VU;D1
137;75107;Bactrospora corticola;liten sönderfallslav;Art;1743;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
138;75108;Bactrospora dryina;stor sönderfallslav;Art;163;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
228487;75127;Candelaria concolor;mångsporig citronlav;Art;661;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;"A2bc+4bc; D"
252;75143;Candelariella reflexa;alléägglav;Art;184;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;A3bc
229799;75151;Pycnora praestabilis;staketflarnlav;Art;418;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
307;75162;Chaenotheca cinerea;blekskaftad nållav;Art;235;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;A3bc+4bc
492;75166;Chaenotheca gracilenta;smalskaftslav;Art;972;Skog (S) - Stor betydelse;VU;A2bc+4bc
308;75167;Chaenotheca gracillima;brunpudrad nållav;Art;6093;Skog (S) - Stor betydelse;NT;A2bc+3c+4c
309;75168;Chaenotheca hispidula;parknål;Art;718;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
310;75170;Chaenotheca laevigata;nordlig nållav;Art;908;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
6486;75173;Chaenotheca sphaerocephala;skuggnål;Art;391;Skog (S) - Stor betydelse;VU;A2bc+4bc
6440;75175;Chaenotheca subroscida;vitgrynig nållav;Art;12186;Skog (S) - Stor betydelse;NT;A2bc+3c+4c
1689;75179;Sclerophora amabilis;sydlig blekspik;Art;600;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;A3bc
1467;75180;Sclerophora coniophaea;rödbrun blekspik;Art;6116;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2bc+3bc+4bc
1468;75181;Sclerophora farinacea;brunskaftad blekspik;Art;1116;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;A3bc+4bc
6471;75182;Sclerophora pallida;gulvit blekspik;Art;4947;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;A3c+4c
1469;75183;Sclerophora peronella;liten blekspik;Art;1573;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;A3bc
252391;75470;Mycosphaerella chimaphilae;;Art;114;Skog (S) - Stor betydelse;EN;A2c
230104;75691;Stigmidium degelii;blylavsvårta;Art;5;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
252389;75912;Cucurbitaria coronillae;;Art;5;Jordbrukslandskap (J) - Stor betydelse;EN;C2a(i)
1802;75945;Eopyrenula septemseptata;stor blanklav;Art;28;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;D
1770;76345;Mycoporum antecellens;storsporig päronlav;Art;19;Skog (S) - Stor betydelse;CR;D
260258;76479;Splanchnonema foedans;almbarksnästing;Art;37;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A3ce
230138;76907;Taeniolella verrucosa;pricklavstofs;Art;2;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
1539;77020;Strigula jamesii;strigula;Art;69;Skog (S) - Stor betydelse;VU;"A4bc; D1"
230130;77023;Strigula stigmatella;storsporig strigula;Art;12;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
1793;77442;Celothelium ischnobelum;snabelsporlav;Art;35;Skog (S) - Stor betydelse;CR;D
229815;77448;Pyrenula coryli;hasselvårtlav;Art;122;Skog (S) - Stor betydelse;CR;D
1342;77451;Pyrenula nitida;bokvårtlav;Art;10265;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
1343;77452;Pyrenula nitidella;askvårtlav;Art;245;Skog (S) - Stor betydelse;EN;"A2bc+3bc+4bc; D"
1826;77453;Pyrenula occidentalis;atlantisk vårtlav;Art;0;Skog (S) - Stor betydelse;CR;D
1766;77475;Agonimia allobata;slät fjällav;Art;501;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2bc+3bc+4bc
274;77501;Catapyrenium psoromoides;grå jordlav;Art;115;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
584;77525;Endocarpon psorodeum;serpentinkalklav;Art;20;Skog (S) - Stor betydelse;VU;D1
570;77974;Elaphomyces aculeatus;taggig hjorttryffel;Art;82;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;C2a(i)
571;77975;Elaphomyces anthracinus;svart hjorttryffel;Art;232;Skog (S) - Stor betydelse;VU;"B2ab(iii); C2a(i)"
572;77984;Elaphomyces leveillei;torvhjorttryffel;Art;193;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;C2a(i)
573;77985;Elaphomyces maculatus;slät hjorttryffel;Art;83;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;C2a(i)
6003353;77993;Elaphomyces septatus;ljussporig hjorttryffel;Art;39;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
574;77994;Elaphomyces striatosporus;strimsporig hjorttryffel;Art;86;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"B2ab(iii); C2a(i)"
2000;77996;Elaphomyces virgatosporus;ungersk hjorttryffel;Art;52;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
6487;78059;Chaenothecopsis fennica;blågrå svartspik;Art;4288;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2bc+4bc
1794;78060;Chaenothecopsis haematopus;rödskaftad svartspik;Art;38;Skog (S) - Stor betydelse;VU;D1
228579;78064;Chaenothecopsis nana;liten svartspik;Art;1004;Skog (S) - Stor betydelse;NT;"A2bc+3c+4c; D1"
314;78075;Chaenothecopsis viridialba;vitskaftad svartspik;Art;1549;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
1514;78095;Sphinctrina anglica;ladparasitspik;Art;323;Jordbrukslandskap (J) - Stor betydelse;EN;D
1515;78096;Sphinctrina leucopoda;liten parasitspik;Art;115;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;A3bc
1516;78098;Sphinctrina turbinata;kortskaftad parasitspik;Art;1071;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;A2bc+4bc
702;78141;Geoglossum difforme;klibbjordtunga;Art;111;Jordbrukslandskap (J) - Stor betydelse;EN;"B2ab(iii); C2a(i)"
703;78145;Geoglossum hakelieri;brun jordtunga;Art;48;Jordbrukslandskap (J) - Stor betydelse;VU;"A2c+3c+4c; C1+2a(i)"
2011;78147;Geoglossum littorale;strandjordtunga;Art;260;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;VU;"B2ab(iii); D1"
704;78149;Geoglossum simile;kärrjordtunga;Art;99;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;"A2c+3c+4c; B2b(iii); D1"
4201;78150;Geoglossum starbaeckii;hagjordtunga;Art;200;Jordbrukslandskap (J) - Stor betydelse;NT;A2c+3c+4c
705;78151;Geoglossum uliginosum;sumpjordtunga;Art;90;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;EN;C2a(i)
1591;78164;Trichoglossum walteri;knubbig hårjordtunga;Art;310;Jordbrukslandskap (J) - Stor betydelse;VU;"A2c+3c+4c; C1+2a(i)"
3;78365;Acarospora anomala;träspricklav;Art;80;Jordbrukslandskap (J) - Stor betydelse;EN;D
1765;78372;Acarospora cervina;gyttrad kalkspricklav;Art;159;Jordbrukslandskap (J) - Stor betydelse;VU;D1
230554;78429;Sarcogyne distinguenda;klotsporig skifferlav;Art;10;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
501;78445;Acolium sessile;parasitsotlav;Art;637;Jordbrukslandskap (J) - Stor betydelse;VU;D1
498;78447;Acolium karelicum;liten sotlav;Art;1523;Skog (S) - Stor betydelse;VU;A2bc+3bc+4bc
1784;78468;Buellia epigaea;jordskivlav;Art;50;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;D
213;78487;Calicium abietinum;vedspik;Art;435;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"A2bc+3bc+4bc; D1"
6437;78490;Calicium denigratum;blanksvart spiklav;Art;9787;Skog (S) - Stor betydelse;NT;A2bc+3bc+4abc
216;78493;Calicium lenticulare;skuggspiklav;Art;39;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
499;78495;Calicium notarisii;sydlig ladlav;Art;612;Jordbrukslandskap (J) - Stor betydelse;EN;A2bc+3bc+4bc
500;78498;Calicium pinicola;fjällsotlav;Art;128;Skog (S) - Stor betydelse;VU;D1
218;78499;Calicium quercinum;ekspik;Art;927;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;"A2bc+3bc+4bc; D1"
502;78502;Calicium tigillare;ladlav;Art;1990;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;A2bc+3bc+4bc
503;78505;Calicium trachylioides;grå ladlav;Art;825;Jordbrukslandskap (J) - Stor betydelse;CR;A3bc+4bc
553;78511;Diploicia canescens;skorpdagglav;Art;139;Jordbrukslandskap (J) - Stor betydelse;EN;A2bc
1561;78530;Tholurna dissimilis;urnlav;Art;522;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;"A3bc+4bc; B2b(iii,iv,v)"
772;78537;Heterodermia speciosa;elfenbenslav;Art;356;Skog (S) - Stor betydelse;VU;"A2bc+4bc; D1"
838;78539;Hyperphyscia adglutinata;dvärgrosettlav;Art;139;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
1194;78542;Phaeophyscia constipata;kalkkranslav;Art;138;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;D
229579;78545;Phaeophyscia kairamoi;raggkranslav;Art;39;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;D1
1232;78561;Physcia leptalea;fransrosettlav;Art;156;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
1230;78562;Physcia magnussonii;pudrad rosettlav;Art;49;Skog (S) - Stor betydelse;VU;D1
1231;78563;Physcia phaea;rikfruktig rosettlav;Art;69;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;EN;D
229609;78568;Physconia detersa;nordlig dagglav;Art;81;Skog (S) - Stor betydelse;VU;D1
229935;78581;Rinodina calcarea;kalkkrimmerlav;Art;9;Jordbrukslandskap (J) - Stor betydelse;CR;D
1828;78585;Rinodina colobina;allékrimmerlav;Art;150;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"A2bc+3b; D"
1390;78593;Rinodina endophragmia;forskrimmerlav;Art;6;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
229946;78595;Rinodina fimbriata;sjökrimmerlav;Art;8;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;CR;D
229953;78607;Rinodina luridescens;strandkrimmerlav;Art;47;Havsstrand (H) - Stor betydelse;EN;D
1829;78623;Rinodina pityrea;falsk allékrimmerlav;Art;234;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
229967;78631;Rinodina sheardii;dimkrimmerlav;Art;8;Skog (S) - Stor betydelse;CR;D
277;78670;Catillaria minuta;liten kalkkollav;Art;27;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;D1
352;78739;Cladonia incrassata;torvbägarlav;Art;262;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;A2bc+3bc+4bc
353;78753;Cladonia parasitica;dvärgbägarlav;Art;22199;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2bc+3bc+4bc
354;78754;Cladonia peziziformis;huvudbägarlav;Art;71;Jordbrukslandskap (J) - Stor betydelse;EN;D
355;78758;Cladonia polycarpoides;mångfruktig bägarlav;Art;28;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;D1
1238;78805;Pilophorus robustus;stor kolvlav;Art;31;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse;EN;D
1239;78806;Pilophorus strumaticus;västlig kolvlav;Art;35;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
6446;78844;Carbonicola anthracophila;kolflarnlav;Art;22083;Skog (S) - Stor betydelse;NT;C1
228912;78845;Carbonicola myrmecina;mörk kolflarnlav;Art;15217;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
356;78847;Claurouxia chalybeioides;labyrintlav;Art;105;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;D1
924;78908;Lecanora glabrata;bokkantlav;Art;4303;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
925;78915;Lecanora impudens;allékantlav;Art;444;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"A2bc+3bc+4c; C2a(i)"
229038;78931;Lecanora orae-frigidae;bryggkantlav;Art;26;;VU;D1
1809;78954;Lecanora scanica;vedkantlav;Art;23;Skog (S) - Stor betydelse;CR;D
927;78967;Lecanora sublivescens;blå halmlav;Art;637;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
229077;78980;Lecanora vacillans;lodkantlav;Art;57;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
229186;79002;Lecidella pulveracea;lad-lecidella;Art;25;Jordbrukslandskap (J) - Stor betydelse;EN;D
229192;79010;Lecidella xylophila;ved-lecidella;Art;25;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;CR;D
336;79076;Cheiromycina flabelliformis;solfjäderlav;Art;238;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
6425;79087;Alectoria sarmentosa;garnlav;Art;131573;Skog (S) - Stor betydelse;NT;A2bc+3c+4c
184;79107;Bryoria bicolor;broktagel;Art;1351;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;A3bc
185;79119;Bryoria nadvornikiana;violettgrå tagellav;Art;22462;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
186;79120;Bryoria nitidula;glanstagel;Art;81;Skog (S) - Stor betydelse;EN;D
187;79122;Bryoria smithii;stiftbroktagel;Art;0;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;CR;D
188;79123;Bryoria tenuis;långt broktagel;Art;599;Skog (S) - Stor betydelse;EN;A2bc+4bc
305;79148;Cetrelia olivetorum s.lat.;jättesköldlav;Kollektivtaxon;0;Skog (S) - Stor betydelse;CR;D
637;79154;Evernia divaricata;ringlav;Art;2893;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;A2bc+4bc
639;79156;Evernia mesomorpha;grenlav;Art;714;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;A2bc+4bc
863;79165;Hypogymnia austerodes;mörk blåslav;Art;385;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;D1
864;79166;Hypogymnia bitteri;knottrig blåslav;Art;16326;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;A2bc+3bc+4bc
283;79168;Hypogymnia hultenii;kavernularia;Art;611;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;A2bc+3bc+4bc
967;79182;Letharia vulpina;varglav;Art;10306;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2bc+3bc+4bc
1029;79194;Melanohalea elegantula;elegant sköldlav;Art;1522;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2bc+4bc; D1"
1036;79202;Menegazzia terebrata;hållav;Art;1237;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2bc+3bc+4bc
232147;79203;Menegazzia subsimilis;atlantisk hållav;Art;0;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
229569;79243;Phacopsis vulpina;varglavsknöl;Art;164;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
1249;79246;Platismatia norvegica;norsk näverlav;Art;3836;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"A2bc+3bc+4bc; C2a(i)"
230552;79275;Usnea barbata;gropig skägglav;Art;926;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;A2bc+4bc
1637;79278;Usnea cylindrica;cylinderskägglav;Art;30;Skog (S) - Stor betydelse;EN;A2bc+4bc
1641;79283;Usnea glabrata;dvärgskägglav;Art;8;Skog (S) - Stor betydelse;CR;D
1642;79286;Usnea longissima;långskägg;Art;4585;Skog (S) - Stor betydelse;VU;A2bc+3bc+4bc
1786;79331;Byssoloma marginatum;trådöga;Art;10;Skog (S) - Stor betydelse;CR;D
135;79340;Fellhaneropsis vezdae;stiftkvistlav;Art;96;Skog (S) - Stor betydelse;EN;D
1042;79346;Micarea adnata;vaxdynlav;Art;18;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
1816;79366;Micarea hedlundii;luddig stiftdynlav;Art;164;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2bc+3bc+4bc
1298;79433;Protoblastenia cyclospora;röd guldskivlav;Art;133;Jordbrukslandskap (J) - Stor betydelse;VU;D1
1321;79442;Psora globifera;klot-tegellav;Art;142;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;EN;"A2bc+4bc; D"
1322;79444;Psora testacea;falsk guldskivlav;Art;366;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
1323;79445;Psora vallesiaca;öländsk tegellav;Art;142;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;D
124;79453;Bacidia absistens;kristall-lundlav;Art;196;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"A2bc; C1; D1"
131;79462;Bacidia laurocerasi;granlundlav;Art;169;Skog (S) - Stor betydelse;EN;D
133;79463;Bacidia polychroa;brun lundlav;Art;280;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
134;79465;Bacidia rosella;rosa lundlav;Art;2858;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;A2bc+3bc+4bc
257107;79466;Bacidia rosellizans;blek lundlav;Art;31;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
128;79484;Bacidina delicata;mjölig lundlav;Art;20;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
129;79489;Bacidina friesiana;fläderlundlav;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;"A2bc+3bc+4bc; D1"
132;79498;Bacidina phacodes/tarandina;liten lundlav;Kollektivtaxon;959;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;"A2bc+3bc+4bc; D1"
130;79506;Bellicidia incompta;savlundlav;Art;900;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;A3bc
1778;79519;Biatora fallax;fjällig knopplav;Art;48;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2bc+4bc
374;79555;Cliostomum corrugatum;gul dropplav;Art;5893;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;A2bc+3bc+4bc
1797;79558;Cliostomum leprosum;mjölig dropplav;Art;297;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2bc+3bc+4bc
6038705;79559;Cliostomum piceicola;;Art;53;Skog (S) - Stor betydelse;VU;D1
1810;79561;Cliostomum tenerum;klippdropplav;Art;25;Havsstrand (H) - Stor betydelse;CR;D
1804;79580;Lecania fuscella;asplekania;Art;235;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;A2bc+3bc+4bc
1806;79584;Lecania koerberiana;stor bönlekania;Art;57;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
1026;79597;Megalaria grossa;ädellav;Art;4054;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;EN;A3bc+4bc
281;79599;Megalaria laureri;liten ädellav;Art;878;Skog (S) - Stor betydelse;EN;C2a(i)
1027;79600;Megalaria pulverea;pulverädellav;Art;199;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;D1
1348;79607;Ramalina baltica;hjälmbrosklav;Art;2228;Jordbrukslandskap (J) - Stor betydelse;NT;A2bc+3bc+4bc
1349;79609;Ramalina calicaris;rännformig brosklav;Art;665;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
229831;79614;Ramalina elegans;elegant brosklav;Art;58;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
1350;79619;Ramalina obtusata;trubbig brosklav;Art;547;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;A2bc+4bc
1351;79622;Ramalina roesleri;finflikig brosklav;Art;149;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;"A2bc+3bc+4bc; D1"
1352;79624;Ramalina sinensis;småflikig brosklav;Art;2338;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
1353;79626;Ramalina thrausta;trådbrosklav;Art;2083;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;A2bc+3bc+4bc
125;79631;Scutula effusa;mörk lundlav;Art;278;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;A3bc
1832;79647;Thalloidima candidum;vit knagglav;Art;8;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;D
1568;79659;Toninia plumbina;blylavsknagg;Art;67;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
229821;79677;Ramboldia elabens;vedflamlav;Art;11694;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;"A2b+3d+4c; D1"
1812;79678;Ramboldia insidiosa;staketflamlav;Art;204;Jordbrukslandskap (J) - Stor betydelse;VU;D1
6453;79706;Hertelidea botryosa;vedskivlav;Art;25595;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
257114;79738;Squamarina degelii;Degelius placodlav;Art;17;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;EN;D
1521;79739;Squamarina gypsacea;alvar-placodlav;Art;1274;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
1522;79742;Squamarina pachylepidea;dvärg-placodlav;Art;14;Våtmark (V) - Stor betydelse;CR;D
1531;79752;Stereocaulon coniophyllum;forspåskrislav;Art;8;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
1533;79763;Stereocaulon incrustatum;grynig påskrislav;Art;0;Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"B1ab(ii,iii,iv,v); D"
1813;79966;Lecidea roseotincta;ros-skivlav;Art;3;Skog (S) - Stor betydelse;CR;D
1278;80011;Porpidia hydrophila;strandblocklav;Art;129;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse, Sötvatten (L) - Har betydelse;NT;D1
229729;80018;Porpidia platycarpoides;västlig blocklav;Art;28;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
1569;80029;Porpidinia tumidula;gotlandsknagglav;Art;54;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;D
388;80058;Collema furfuraceum;stiftgelélav;Art;3579;Skog (S) - Stor betydelse;NT;A2bc+3bc+4bc
385;80059;Collema curtisporum;liten aspgelélav;Art;1575;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;"A2bc; C1"
389;80063;Collema nigrescens;läderlappslav;Art;1516;Skog (S) - Stor betydelse;VU;A3bc
391;80064;Collema subflaccidum;grynig gelélav;Art;377;Skog (S) - Stor betydelse;EN;C2a(i)
