Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
101707;25042;Rhithrogena germanica;;Art;471;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
101063;25045;Kageronia orbiticola;;Art;20;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2a
101785;25072;Siphlonurus armatus;;Art;101;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234697;25115;Anoscopus histrionicus;;Art;1;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(iii,v)
234868;25150;Allygus maculatus;;Art;27;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(iii)
234909;25202;Limotettix atricapillus;;Art;4;Våtmark (V) - Stor betydelse;VU;B2ab(iii)
232128;25210;Mocydiopsis parvicauda;;Art;6;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(iii,iv)+2ab(iii,iv)
234852;25301;Sonronius anderi;;Art;2;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii)
234926;25361;Parapotes reticulatus;;Art;14;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;B2ab(iii)
234732;25488;Wagneriala minima;;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(i,iii)
234757;25491;Chlorita dumosa;;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii,iv)c(iv)
234754;25502;Kyboasca bipunctata;;Art;19;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234771;25556;Edwardsiana ishidai;;Art;8;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234775;25562;Edwardsiana plebeja;;Art;27;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
250388;25572;Edwardsiana ulmiphagus;;Art;60;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(iii)
234600;25673;Calligypona reyi;;Art;2;Våtmark (V) - Stor betydelse;NT;B2ab(iii)
234611;25710;Florodelphax paryphasma;;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(iii)
234596;25755;Paraliburnia adela;;Art;2;Våtmark (V) - Stor betydelse;NT;B2ab(iii)
234597;25756;Paraliburnia clypealis;;Art;2;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii)
234568;25779;Anakelisia fasciata;;Art;1;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii)
102603;25812;Anthocoris amplicollis;;Art;2;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
101245;25878;Loricula ruficeps;liten kulskinnbagge;Art;0;Skog (S) - Stor betydelse;EN;B1ab(iii)+2ab(iii)
100566;25895;Catoplatus fabricii;prästkrageskinnbagge;Art;58;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
100984;25907;Galeatus spinifrons;;Art;2;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)
226180;25956;Deraeocoris punctulatus;;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(v)
100157;25962;Acetropis gimmerthalii;sydlig gräsängsskinnbagge;Art;22;Jordbrukslandskap (J) - Stor betydelse;VU;B1ab(ii,iii)+2ab(ii,iii)
101277;26018;Megacoelum infusum;ädellövskinnbagge;Art;63;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ac(iv)
101928;26088;Trigonotylus pulchellus;grågrön gräsängsskinnbagge;Art;4;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii)+2ab(ii,iii)
101036;26115;Halticus luteicollis;gulhalsad ängsskinnbagge;Art;22;Skog (S) - Stor betydelse;EN;B1ab(i,ii,iv)+2ab(i,ii,iv)
101072;26117;Heterocordylus leptocerus;;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B1ac(iv)+2ac(iv)
101472;26132;Orthocephalus vittipennis;vitstrimmig ängsskinnbagge;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
101475;26134;Orthotylus adenocarpi;;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B1ac(iv)+2ac(iv)
100254;26162;Amblytylus albidus;borsttåtelskinnbagge;Art;106;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(ii,iii)
100404;26166;Asciodema obsoleta;;Art;13;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B1ac(iv)+2ac(iv)
100707;26189;Conostethus roseus;;Art;15;Jordbrukslandskap (J) - Stor betydelse;EN;B2ac(iv)
101451;26219;Oncotylus viridiflavus;väddklintskinnbagge;Art;41;Jordbrukslandskap (J) - Stor betydelse;NT;B1ac(iv)+2ac(iv)
226371;26244;Psallodema fieberi;;Art;11;Skog (S) - Stor betydelse;NT;B2b(iii)
100993;26335;Gerris gibbifer;knölskräddare;Art;48;Sötvatten (L) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2a
101961;26351;Velia saulii;mörk bäcklöpare;Art;12;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
101727;26396;Saldula melanoscela;sandpölskinnbagge;Art;2;Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2b(iii)c(iv)
101779;26438;Sigara fallenoidea;nordlig buksimmare;Art;24;Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2a
101780;26440;Sigara hellensii;bäckbuksimmare;Art;49;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii)
101326;26458;Micronecta griseola;blek dvärgbuksimmare;Art;15;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2b(iii)c(iv)
100291;26494;Aneurus laevis;slät lövbarkskinnbagge;Art;18;Skog (S) - Stor betydelse;VU;B2ab(ii,iii)
100379;26496;Aradus angularis;spetshörnad barkskinnbagge;Art;36;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)c(ii,iv)
100381;26500;Aradus bimaculatus;tvåfläckig barkskinnbagge;Art;30;Skog (S) - Stor betydelse;NT;B2ab(iii)
100384;26507;Aradus erosus;franstandad barkskinnbagge;Art;50;Skog (S) - Stor betydelse;EN;B2ab(iii)
100385;26509;Aradus laeviusculus;slät barkskinnbagge;Art;14;Skog (S) - Stor betydelse;EN;B2ab(iii)c(iv)
100386;26512;Aradus signaticornis;vithornad barkskinnbagge;Art;39;Skog (S) - Stor betydelse;EN;B2ab(iii)c(iv)
100387;26513;Aradus truncatus;mindre aspbarkskinnbagge;Art;49;Skog (S) - Stor betydelse;VU;B2ab(iii)
100989;26577;Gampsocoris punctipes;;Art;58;Jordbrukslandskap (J) - Stor betydelse;NT;B1ac(iv)+2ac(iv)
100834;26584;Dimorphopterus spinolae;mörk dyngrässkinnbagge;Art;36;Havsstrand (H) - Stor betydelse;EN;B1ab(iv)
101529;26692;Peritrechus lundii;;Art;22;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
101975;26736;Xanthochilus quadratus;;Art;37;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;B2ab(i,ii)
101766;26755;Canthophorus impressus;spindelörtskinnbagge;Art;347;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii)
100186;26760;Microporus nigrita;svart sandtaggbening;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(iii)
100181;26788;Aelia rostrata;större spetsnäsa;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
102627;28069;Orussus abietinus;röd parasitväxtstekel;Art;169;Skog (S) - Stor betydelse;NT;B2b(iii,iv)
236137;28162;Xiphydria betulae;;Art;2;Skog (S) - Stor betydelse;VU;D2
236140;28165;Xiphydria picta;;Art;25;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2a
249011;28241;Abia sericea;väddstekel;Art;24;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii)
103115;29189;Andrena alfkenella;alvarsandbi;Art;246;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
103096;29194;Andrena batava;batavsandbi;Art;101;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;VU;B1ab(ii,iii,iv)c(iv)+2ab(ii,iii,iv)c(iv)
102664;29196;Andrena bimaculata;rapssandbi;Art;170;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,iv)
103124;29197;Andrena bluethgeni;dådresandbi;Art;27;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv); C2b"
102665;29199;Andrena chrysopyga;stäppsandbi;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;D
100284;29204;Andrena curvungula;blåklockesandbi;Art;162;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B1b(iii)c(iv)+2b(iii)c(iv)
102667;29215;Andrena gelriae;väpplingsandbi;Art;48;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
103137;29216;Andrena gravida;fruktsandbi;Art;9;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU°;D
100285;29220;Andrena humilis;slåttersandbi;Art;515;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"B2ab(ii,iii,iv); C2a(i)"
102669;29222;Andrena labialis;märgelsandbi;Art;241;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ac(iv)
102671;29226;Andrena marginata;guldsandbi;Art;2584;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;"A2c; B2b(iii,iv)c(iv)"
103125;29229;Andrena morawitzi;fältsandbi;Art;13;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;CR;D
103119;29230;Andrena nanula;dvärgsandbi;Art;38;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)
102673;29233;Andrena nigrospina;sotsandbi;Art;375;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2b(ii,iii)c(iv)
103113;29234;Andrena nitida;nyponsandbi;Art;136;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,v)
102672;29235;Andrena niveata;franssandbi;Art;15;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(v)c(iv)+2ab(v)c(iv)
103127;29236;Andrena nycthemera;flodsandbi;Art;106;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;D2
103132;29243;Andrena russula;ginstsandbi;Art;161;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,iv,v)c(iv)
102675;29256;Panurgus banksianus;storfibblebi;Art;1137;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv)c(iv)
102689;29265;Anthophora plagiata;humlepälsbi;Art;421;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;EN;B2ac(iv)
102690;29268;Anthophora retusa;svartpälsbi;Art;3179;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(ii,iii,iv,v)
103266;29277;Bombus alpinus;alphumla;Art;487;Fjäll (F) - Stor betydelse;NT;B2b(ii,iii,v)c(iv)
103267;29278;Bombus balteatus;fjällhumla;Art;828;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
102701;29286;Bombus distinguendus;klöverhumla;Art;1262;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2bc
103268;29290;Bombus hyperboreus;tundrahumla;Art;219;Fjäll (F) - Stor betydelse;NT;"A2b; B2b(i,ii,iii,v)c(iv)"
103274;29295;Bombus lapponicus;lapphumla;Art;601;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;NT;A2b
103275;29298;Bombus monticola;berghumla;Art;538;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;NT;A2b
102702;29299;Bombus muscorum;mosshumla;Art;921;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;C1
103269;29311;Bombus pyrrhopygus;polarhumla;Art;218;Fjäll (F) - Stor betydelse;NT;"A2b; B2b(ii,iii,v)c(iv)"
102704;29325;Bombus veteranus;sandhumla;Art;373;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;D1
100478;29334;Biastes truncatus;pärlbi;Art;114;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
248784;29341;Epeolus marginatus;rödfiltbi;Art;61;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,iv,v)
101401;29348;Nomada argentata;silvergökbi;Art;175;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;C2a(i)
102691;29349;Nomada armata;väddgökbi;Art;505;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii,v)c(iv)
103227;29350;Nomada baccata;sandgökbi;Art;32;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
102692;29352;Nomada facilis;fibblegökbi;Art;44;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;CR;C2a(i)
102694;29360;Nomada fuscicornis;mörkgökbi;Art;158;Jordbrukslandskap (J) - Stor betydelse;VU;D1
101403;29362;Nomada guttulata;droppgökbi;Art;103;Jordbrukslandskap (J) - Stor betydelse;NT;B2ac(ii,iv)
102695;29363;Nomada integra;slåttergökbi;Art;1;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
102697;29369;Nomada obtusifrons;fröjdgökbi;Art;46;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iv)
101404;29370;Nomada opaca;bryngökbi;Art;66;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
101406;29378;Nomada similis;ölandsgökbi;Art;174;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
102698;29379;Nomada stigma;fransgökbi;Art;153;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;D1
106770;29382;Nomada subcornuta;fältgökbi;Art;102;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
102656;29398;Colletes fodiens;hedsidenbi;Art;554;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2c; B2b(iii,v)"
102657;29401;Colletes marginatus;klöversidenbi;Art;311;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
103088;29414;Hylaeus difformis;franscitronbi;Art;164;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(i,ii,iii,iv,v)
101103;29423;Hylaeus pfankuchi;rörcitronbi;Art;31;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(i,ii)
103092;29424;Hylaeus pictipes;väggcitronbi;Art;281;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(i,iii,iv)
101104;29427;Hylaeus signatus;resedabi;Art;213;Urban miljö (U) - Stor betydelse;NT;B2a
102680;29434;Seladonia leucahenea;stäppbandbi;Art;566;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2b(ii,iii,iv,v)c(iv)
102679;29437;Halictus compressus;klintbandbi;Art;467;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2b(ii,iii)c(iv)
102681;29439;Halictus quadricinctus;storbandbi;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;D
103142;29443;Lasioglossum aeratum;guldsmalbi;Art;804;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
103154;29445;Lasioglossum boreale;fjällsmalbi;Art;45;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"B2ac(iv); D2"
101171;29446;Lasioglossum brevicorne;stäppsmalbi;Art;198;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)
106769;29454;Lasioglossum lucidulum;glanssmalbi;Art;55;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D2
103146;29458;Lasioglossum nitidiusculum;släntsmalbi;Art;433;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(i,ii)
232216;29463;Lasioglossum quadrinotatulum;reliktsmalbi;Art;15;Urban miljö (U) - Stor betydelse;EN;"B1ab(ii,iii,v)c(iv)+2ab(ii,iii,v)c(iv); D"
103162;29468;Lasioglossum sexmaculatum;kantsmalbi;Art;214;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
102682;29475;Lasioglossum xanthopus;rostsmalbi;Art;83;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;EN;D
248781;29487;Sphecodes longulus;dvärgblodbi;Art;24;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;D1
106767;29490;Sphecodes niger;svartblodbi;Art;34;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"B1ac(iv)+2ac(iv); D2"
106768;29494;Sphecodes spinulosus;taggblodbi;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;D
100869;29498;Dufourea halictula;monkesolbi;Art;275;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv)
100868;29499;Dufourea inermis;klocksolbi;Art;111;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(ii,iii,iv)c(iv); D"
102677;29500;Dufourea minuta;fibblesolbi;Art;26;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;"B1ab(v)c(iv)+2ab(v)c(iv); D"
100837;29506;Aglaoapis tridentata;kilbi;Art;150;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2a
102684;29517;Coelioxys conoideus;storkägelbi;Art;318;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;CR;C2a(ii)b
100675;29520;Coelioxys lanceolatus;lansettkägelbi;Art;41;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iv)
103209;29521;Coelioxys mandibularis;ängskägelbi;Art;241;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(i,ii,iii,iv)c(iv)
100676;29522;Coelioxys obtusispina;thomsonkägelbi;Art;225;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;D1
103184;29531;Hoplitis mitis;klockgnagbi;Art;377;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii)c(iv)
102685;29539;Megachile lagopoda;stortapetserarbi;Art;2964;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(ii,iii,v)c(iv)
103216;29546;Megachile pyrenaea;klinttapetserarbi;Art;462;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(ii,iii,iv,v)
102686;29564;Osmia maritima;havsmurarbi;Art;149;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
103204;29578;Stelis phaeoptera;stampansarbi;Art;158;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv)
101299;29597;Melitta melanura;storblomsterbi;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;C2a(ii)b
102661;29599;Melitta tricincta;rödtoppebi;Art;317;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(ii,iii,iv)
102648;29615;Astata minor;;Art;126;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2b(iii)
101005;29636;Gorytes quinquecinctus;;Art;28;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(ii,iii)+2ab(ii,iii)
101420;29648;Nysson interruptus;;Art;64;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,iv)
101421;29653;Nysson tridens;;Art;12;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B1ac(iv)+2ac(iv)
234445;29659;Crabro lapponicus;;Art;159;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2b(i,ii,iii,iv)
100725;29660;Crabro maeklini;;Art;12;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse;NT;B1ac(iv)+2ac(iv)
232211;29688;Crossocerus exiguus;;Art;39;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
236136;29697;Crossocerus binotatus;;Art;9;Skog (S) - Stor betydelse;EN;D
101205;29723;Lestica alata;;Art;2;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
234398;29731;Lindenius pygmaeus;;Art;4;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
102655;29742;Tachysphex fulvitarsis;;Art;57;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2b(iii)c(iv)
234388;29748;Tachysphex unicolor;;Art;15;Urban miljö (U) - Stor betydelse;VU;D2
234378;29762;Oxybelus argentatus;;Art;121;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2a
234367;29764;Oxybelus latidens;;Art;6;Jordbrukslandskap (J) - Stor betydelse;CR;D
101301;29784;Mellinus crabroneus;;Art;53;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii)
234341;29792;Diodontus tristis;;Art;139;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(i,ii,iii,iv)
234349;29811;Pemphredon mortifer;;Art;50;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,iii)
101522;29818;Pemphredon beaumonti;;Art;8;Skog (S) - Stor betydelse;NT;"B2a; D2"
101523;29819;Pemphredon fennica;;Art;1;Skog (S) - Stor betydelse;EN;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)
234320;29838;Mimesa bicolor;;Art;75;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2a
101335;29846;Mimumesa littoralis;;Art;13;Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
234317;29847;Mimumesa spooneri;;Art;4;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
101606;29882;Podalonia luffii;;Art;80;Havsstrand (H) - Stor betydelse;VU;D1
101808;29889;Sphex funerarius;gräshoppsstekel;Art;247;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;D1
102630;29940;Chrysis brevitarsis;kortfotad guldstekel;Art;27;Skog (S) - Stor betydelse;NT;B2ab(i,ii,iii)
249907;29946;Chrysis ignita;gnistguldstekel;Art;98;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(i,iii,iv,v)
